Feature,Importance
cln_nums_321_presence_w25,0.0
cln_nums_322_presence_w25,0.0
cln_nums_323_presence_w25,0.0
cln_nums_328_presence_w25,0.0
cln_nums_35_presence_w25,0.0
cln_nums_334_presence_w25,0.0
cln_nums_335_presence_w25,0.0
cln_nums_336_presence_w25,0.0
cln_nums_337_presence_w25,0.0
cln_nums_338_presence_w25,0.0
cln_nums_339_presence_w25,0.0
cln_nums_341_presence_w25,0.0
cln_nums_344_presence_w25,0.0
cln_nums_345_presence_w25,0.0
cln_nums_346_presence_w25,0.0
cln_nums_349_presence_w25,0.0
cln_nums_793_w25,0.0
cln_nums_9017_w25,0.0
cln_nums_280_presence_w25,0.0
cln_nums_279_presence_w25,0.0
cln_nums_18_presence_w25,0.0
cln_nums_181_presence_w25,0.0
cln_nums_186_presence_w25,0.0
cln_nums_187_presence_w25,0.0
cln_nums_188_presence_w25,0.0
cln_nums_19_presence_w25,0.0
cln_nums_190_presence_w25,0.0
cln_nums_191_presence_w25,0.0
cln_nums_192_presence_w25,0.0
cln_nums_193_presence_w25,0.0
cln_nums_194_presence_w25,0.0
cln_nums_195_presence_w25,0.0
cln_nums_809_w25,0.0
cln_nums_196_presence_w25,0.0
cln_nums_805_w25,0.0
cln_nums_197_presence_w25,0.0
cln_nums_198_presence_w25,0.0
cln_nums_199_presence_w25,0.0
cln_nums_20_presence_w25,0.0
cln_nums_200_presence_w25,0.0
cln_nums_203_presence_w25,0.0
cln_nums_204_presence_w25,0.0
cln_nums_205_presence_w25,0.0
cln_nums_206_presence_w25,0.0
cln_nums_207_presence_w25,0.0
cln_nums_208_presence_w25,0.0
cln_nums_21_presence_w25,0.0
cln_nums_211_presence_w25,0.0
cln_nums_212_presence_w25,0.0
cln_nums_179_presence_w25,0.0
cln_nums_177_presence_w25,0.0
cln_nums_173_presence_w25,0.0
cln_nums_1353_presence_w25,0.0
cln_nums_1338_presence_w25,0.0
cln_nums_1339_presence_w25,0.0
cln_nums_134_presence_w25,0.0
cln_nums_1341_presence_w25,0.0
cln_nums_1342_presence_w25,0.0
cln_nums_1343_presence_w25,0.0
cln_nums_1344_presence_w25,0.0
cln_nums_1345_presence_w25,0.0
cln_nums_1346_presence_w25,0.0
cln_nums_1347_presence_w25,0.0
cln_nums_1348_presence_w25,0.0
cln_nums_135_presence_w25,0.0
cln_nums_1352_presence_w25,0.0
cln_nums_136_presence_w25,0.0
cln_nums_171_presence_w25,0.0
cln_nums_14_presence_w25,0.0
cln_nums_140_presence_w25,0.0
cln_nums_142_presence_w25,0.0
cln_nums_143_presence_w25,0.0
cln_nums_15_presence_w25,0.0
cln_nums_157_presence_w25,0.0
cln_nums_159_presence_w25,0.0
cln_nums_16_presence_w25,0.0
cln_nums_165_presence_w25,0.0
cln_nums_168_presence_w25,0.0
cln_nums_169_presence_w25,0.0
cln_nums_17_presence_w25,0.0
cln_nums_170_presence_w25,0.0
cln_nums_213_presence_w25,0.0
cln_nums_214_presence_w25,0.0
cln_nums_215_presence_w25,0.0
cln_nums_264_presence_w25,0.0
cln_nums_253_presence_w25,0.0
cln_nums_254_presence_w25,0.0
cln_nums_255_presence_w25,0.0
cln_nums_257_presence_w25,0.0
cln_nums_258_presence_w25,0.0
cln_nums_80_w25,0.0
cln_nums_259_presence_w25,0.0
cln_nums_8_w25,0.0
cln_nums_26_presence_w25,0.0
cln_nums_260_presence_w25,0.0
cln_nums_261_presence_w25,0.0
cln_nums_262_presence_w25,0.0
cln_nums_263_presence_w25,0.0
cln_nums_267_presence_w25,0.0
cln_nums_250_presence_w25,0.0
cln_nums_268_presence_w25,0.0
cln_nums_389_presence_w25,0.0
cln_nums_269_presence_w25,0.0
cln_nums_27_presence_w25,0.0
cln_nums_271_presence_w25,0.0
cln_nums_273_presence_w25,0.0
cln_nums_274_presence_w25,0.0
cln_nums_275_presence_w25,0.0
cln_nums_795_w25,0.0
cln_nums_276_presence_w25,0.0
cln_nums_794_w25,0.0
cln_nums_277_presence_w25,0.0
cln_nums_278_presence_w25,0.0
cln_nums_252_presence_w25,0.0
cln_nums_25_presence_w25,0.0
cln_nums_216_presence_w25,0.0
cln_nums_23_presence_w25,0.0
cln_nums_217_presence_w25,0.0
cln_nums_218_presence_w25,0.0
cln_nums_804_w25,0.0
cln_nums_219_presence_w25,0.0
cln_nums_22_presence_w25,0.0
cln_nums_221_presence_w25,0.0
cln_nums_222_presence_w25,0.0
cln_nums_223_presence_w25,0.0
cln_nums_225_presence_w25,0.0
cln_nums_226_presence_w25,0.0
cln_nums_227_presence_w25,0.0
cln_nums_228_presence_w25,0.0
cln_nums_229_presence_w25,0.0
cln_nums_800_w25,0.0
cln_nums_247_presence_w25,0.0
cln_nums_230_presence_w25,0.0
cln_nums_233_presence_w25,0.0
cln_nums_234_presence_w25,0.0
cln_nums_235_presence_w25,0.0
cln_nums_236_presence_w25,0.0
cln_nums_238_presence_w25,0.0
cln_nums_239_presence_w25,0.0
cln_nums_24_presence_w25,0.0
cln_nums_241_presence_w25,0.0
cln_nums_243_presence_w25,0.0
cln_nums_244_presence_w25,0.0
cln_nums_245_presence_w25,0.0
cln_nums_246_presence_w25,0.0
cln_nums_386_presence_w25,0.0
cln_nums_405_presence_w25,0.0
cln_nums_788_w25,0.0
cln_nums_604_presence_w25,0.0
cln_nums_585_presence_w25,0.0
cln_nums_588_presence_w25,0.0
cln_nums_745_w25,0.0
cln_nums_591_presence_w25,0.0
cln_nums_593_presence_w25,0.0
cln_nums_594_presence_w25,0.0
cln_nums_598_presence_w25,0.0
cln_nums_599_presence_w25,0.0
cln_nums_6_presence_w25,0.0
cln_nums_600_presence_w25,0.0
cln_nums_601_presence_w25,0.0
cln_nums_602_presence_w25,0.0
cln_nums_603_presence_w25,0.0
cln_nums_606_presence_w25,0.0
cln_nums_39_presence_w25,0.0
cln_nums_607_presence_w25,0.0
cln_nums_61_presence_w25,0.0
cln_nums_610_presence_w25,0.0
cln_nums_744_w25,0.0
cln_nums_618_presence_w25,0.0
cln_nums_619_presence_w25,0.0
cln_nums_62_presence_w25,0.0
cln_nums_620_presence_w25,0.0
cln_nums_621_presence_w25,0.0
cln_nums_624_presence_w25,0.0
cln_nums_625_presence_w25,0.0
cln_nums_743_w25,0.0
cln_nums_628_presence_w25,0.0
cln_nums_584_presence_w25,0.0
cln_nums_583_presence_w25,0.0
cln_nums_582_presence_w25,0.0
cln_nums_581_presence_w25,0.0
cln_nums_544_presence_w25,0.0
cln_nums_545_presence_w25,0.0
cln_nums_547_presence_w25,0.0
cln_nums_751_w25,0.0
cln_nums_548_presence_w25,0.0
cln_nums_549_presence_w25,0.0
cln_nums_554_presence_w25,0.0
cln_nums_555_presence_w25,0.0
cln_nums_556_presence_w25,0.0
cln_nums_557_presence_w25,0.0
cln_nums_559_presence_w25,0.0
cln_nums_562_presence_w25,0.0
cln_nums_563_presence_w25,0.0
cln_nums_75_w25,0.0
cln_nums_564_presence_w25,0.0
cln_nums_565_presence_w25,0.0
cln_nums_748_w25,0.0
cln_nums_566_presence_w25,0.0
cln_nums_567_presence_w25,0.0
cln_nums_569_presence_w25,0.0
cln_nums_573_presence_w25,0.0
cln_nums_574_presence_w25,0.0
cln_nums_747_w25,0.0
cln_nums_746_w25,0.0
cln_nums_576_presence_w25,0.0
cln_nums_578_presence_w25,0.0
cln_nums_579_presence_w25,0.0
cln_nums_629_presence_w25,0.0
cln_nums_741_w25,0.0
cln_nums_63_presence_w25,0.0
cln_nums_726_presence_w25,0.0
cln_nums_73_presence_w25,0.0
cln_nums_730_presence_w25,0.0
cln_nums_731_presence_w25,0.0
cln_nums_732_presence_w25,0.0
cln_nums_733_presence_w25,0.0
cln_nums_735_presence_w25,0.0
cln_nums_736_presence_w25,0.0
cln_nums_737_presence_w25,0.0
cln_nums_738_presence_w25,0.0
cln_nums_739_presence_w25,0.0
cln_nums_74_presence_w25,0.0
cln_nums_740_presence_w25,0.0
cln_nums_741_presence_w25,0.0
cln_nums_743_presence_w25,0.0
cln_nums_744_presence_w25,0.0
cln_nums_745_presence_w25,0.0
cln_nums_746_presence_w25,0.0
cln_nums_747_presence_w25,0.0
cln_nums_748_presence_w25,0.0
cln_nums_75_presence_w25,0.0
cln_nums_751_presence_w25,0.0
cln_nums_753_presence_w25,0.0
cln_nums_755_presence_w25,0.0
cln_nums_756_presence_w25,0.0
cln_nums_758_presence_w25,0.0
cln_nums_735_w25,0.0
cln_nums_76_presence_w25,0.0
cln_nums_729_presence_w25,0.0
cln_nums_724_presence_w25,0.0
cln_nums_631_presence_w25,0.0
cln_nums_722_presence_w25,0.0
cln_nums_740_w25,0.0
cln_nums_632_presence_w25,0.0
cln_nums_634_presence_w25,0.0
cln_nums_638_presence_w25,0.0
cln_nums_64_presence_w25,0.0
cln_nums_65_presence_w25,0.0
cln_nums_66_presence_w25,0.0
cln_nums_74_w25,0.0
cln_nums_669_presence_w25,0.0
cln_nums_67_presence_w25,0.0
cln_nums_739_w25,0.0
cln_nums_68_presence_w25,0.0
cln_nums_7_presence_w25,0.0
cln_nums_70_presence_w25,0.0
cln_nums_708_presence_w25,0.0
cln_nums_738_w25,0.0
cln_nums_709_presence_w25,0.0
cln_nums_71_presence_w25,0.0
cln_nums_711_presence_w25,0.0
cln_nums_712_presence_w25,0.0
cln_nums_713_presence_w25,0.0
cln_nums_737_w25,0.0
cln_nums_714_presence_w25,0.0
cln_nums_716_presence_w25,0.0
cln_nums_717_presence_w25,0.0
cln_nums_719_presence_w25,0.0
cln_nums_736_w25,0.0
cln_nums_543_presence_w25,0.0
cln_nums_542_presence_w25,0.0
cln_nums_541_presence_w25,0.0
cln_nums_426_presence_w25,0.0
cln_nums_428_presence_w25,0.0
cln_nums_429_presence_w25,0.0
cln_nums_43_presence_w25,0.0
cln_nums_430_presence_w25,0.0
cln_nums_431_presence_w25,0.0
cln_nums_432_presence_w25,0.0
cln_nums_433_presence_w25,0.0
cln_nums_436_presence_w25,0.0
cln_nums_437_presence_w25,0.0
cln_nums_44_presence_w25,0.0
cln_nums_440_presence_w25,0.0
cln_nums_443_presence_w25,0.0
cln_nums_444_presence_w25,0.0
cln_nums_445_presence_w25,0.0
cln_nums_446_presence_w25,0.0
cln_nums_447_presence_w25,0.0
cln_nums_783_w25,0.0
cln_nums_449_presence_w25,0.0
cln_nums_45_presence_w25,0.0
cln_nums_450_presence_w25,0.0
cln_nums_453_presence_w25,0.0
cln_nums_454_presence_w25,0.0
cln_nums_455_presence_w25,0.0
cln_nums_458_presence_w25,0.0
cln_nums_459_presence_w25,0.0
cln_nums_46_presence_w25,0.0
cln_nums_781_w25,0.0
cln_nums_427_presence_w25,0.0
cln_nums_787_w25,0.0
cln_nums_461_presence_w25,0.0
cln_nums_425_presence_w25,0.0
cln_nums_390_presence_w25,0.0
cln_nums_391_presence_w25,0.0
cln_nums_395_presence_w25,0.0
cln_nums_396_presence_w25,0.0
cln_nums_398_presence_w25,0.0
cln_nums_399_presence_w25,0.0
cln_nums_4_presence_w25,0.0
cln_nums_40_presence_w25,0.0
cln_nums_400_presence_w25,0.0
cln_nums_401_presence_w25,0.0
cln_nums_402_presence_w25,0.0
cln_nums_404_presence_w25,0.0
cln_nums_1333_presence_w25,0.0
cln_nums_407_presence_w25,0.0
cln_nums_408_presence_w25,0.0
cln_nums_409_presence_w25,0.0
cln_nums_41_presence_w25,0.0
cln_nums_410_presence_w25,0.0
cln_nums_411_presence_w25,0.0
cln_nums_412_presence_w25,0.0
cln_nums_413_presence_w25,0.0
cln_nums_414_presence_w25,0.0
cln_nums_42_presence_w25,0.0
cln_nums_421_presence_w25,0.0
cln_nums_422_presence_w25,0.0
cln_nums_423_presence_w25,0.0
cln_nums_424_presence_w25,0.0
cln_nums_460_presence_w25,0.0
cln_nums_462_presence_w25,0.0
cln_nums_539_presence_w25,0.0
cln_nums_493_presence_w25,0.0
cln_nums_495_presence_w25,0.0
cln_nums_496_presence_w25,0.0
cln_nums_497_presence_w25,0.0
cln_nums_499_presence_w25,0.0
cln_nums_5_presence_w25,0.0
cln_nums_500_presence_w25,0.0
cln_nums_501_presence_w25,0.0
cln_nums_502_presence_w25,0.0
cln_nums_503_presence_w25,0.0
cln_nums_504_presence_w25,0.0
cln_nums_505_presence_w25,0.0
cln_nums_506_presence_w25,0.0
cln_nums_508_presence_w25,0.0
cln_nums_509_presence_w25,0.0
cln_nums_510_presence_w25,0.0
cln_nums_513_presence_w25,0.0
cln_nums_516_presence_w25,0.0
cln_nums_517_presence_w25,0.0
cln_nums_519_presence_w25,0.0
cln_nums_520_presence_w25,0.0
cln_nums_524_presence_w25,0.0
cln_nums_753_w25,0.0
cln_nums_528_presence_w25,0.0
cln_nums_529_presence_w25,0.0
cln_nums_531_presence_w25,0.0
cln_nums_533_presence_w25,0.0
cln_nums_536_presence_w25,0.0
cln_nums_494_presence_w25,0.0
cln_nums_492_presence_w25,0.0
cln_nums_463_presence_w25,0.0
cln_nums_491_presence_w25,0.0
cln_nums_464_presence_w25,0.0
cln_nums_465_presence_w25,0.0
cln_nums_466_presence_w25,0.0
cln_nums_468_presence_w25,0.0
cln_nums_469_presence_w25,0.0
cln_nums_470_presence_w25,0.0
cln_nums_471_presence_w25,0.0
cln_nums_78_w25,0.0
cln_nums_472_presence_w25,0.0
cln_nums_774_w25,0.0
cln_nums_770_w25,0.0
cln_nums_476_presence_w25,0.0
cln_nums_769_w25,0.0
cln_nums_763_w25,0.0
cln_nums_762_w25,0.0
cln_nums_479_presence_w25,0.0
cln_nums_481_presence_w25,0.0
cln_nums_482_presence_w25,0.0
cln_nums_76_w25,0.0
cln_nums_758_w25,0.0
cln_nums_483_presence_w25,0.0
cln_nums_484_presence_w25,0.0
cln_nums_756_w25,0.0
cln_nums_485_presence_w25,0.0
cln_nums_486_presence_w25,0.0
cln_nums_487_presence_w25,0.0
cln_nums_490_presence_w25,0.0
cln_nums_1336_presence_w25,0.0
cln_nums_1313_presence_w25,0.0
cln_nums_1332_presence_w25,0.0
cln_nums_10112_presence_w25,0.0
cln_nums_10100_presence_w25,0.0
cln_nums_10101_presence_w25,0.0
cln_nums_10102_presence_w25,0.0
cln_nums_10103_presence_w25,0.0
cln_nums_10104_presence_w25,0.0
cln_nums_10105_presence_w25,0.0
cln_nums_10106_presence_w25,0.0
cln_nums_10107_presence_w25,0.0
cln_nums_10108_presence_w25,0.0
cln_nums_10109_presence_w25,0.0
cln_nums_1011_presence_w25,0.0
cln_nums_10110_presence_w25,0.0
cln_nums_10111_presence_w25,0.0
cln_nums_10113_presence_w25,0.0
cln_nums_1331_presence_w25,0.0
cln_nums_10114_presence_w25,0.0
cln_nums_10115_presence_w25,0.0
cln_nums_10116_presence_w25,0.0
cln_nums_10118_presence_w25,0.0
cln_nums_10119_presence_w25,0.0
cln_nums_1012_presence_w25,0.0
cln_nums_10120_presence_w25,0.0
cln_nums_10121_presence_w25,0.0
cln_nums_10122_presence_w25,0.0
cln_nums_10123_presence_w25,0.0
cln_nums_900_w25,0.0
cln_nums_10124_presence_w25,0.0
cln_nums_10125_presence_w25,0.0
cln_nums_1010_presence_w25,0.0
cln_nums_101_presence_w25,0.0
cln_nums_10099_presence_w25,0.0
cln_nums_10098_presence_w25,0.0
cln_nums_10064_presence_w25,0.0
cln_nums_10065_presence_w25,0.0
cln_nums_10066_presence_w25,0.0
cln_nums_10067_presence_w25,0.0
cln_nums_10068_presence_w25,0.0
cln_nums_10069_presence_w25,0.0
cln_nums_1007_presence_w25,0.0
cln_nums_10070_presence_w25,0.0
cln_nums_10072_presence_w25,0.0
cln_nums_10076_presence_w25,0.0
cln_nums_10077_presence_w25,0.0
cln_nums_10079_presence_w25,0.0
cln_nums_10081_presence_w25,0.0
cln_nums_10083_presence_w25,0.0
cln_nums_9002_w25,0.0
cln_nums_10084_presence_w25,0.0
cln_nums_10085_presence_w25,0.0
cln_nums_10086_presence_w25,0.0
cln_nums_10087_presence_w25,0.0
cln_nums_10088_presence_w25,0.0
cln_nums_10089_presence_w25,0.0
cln_nums_1009_presence_w25,0.0
cln_nums_10090_presence_w25,0.0
cln_nums_10094_presence_w25,0.0
cln_nums_10095_presence_w25,0.0
cln_nums_10096_presence_w25,0.0
cln_nums_10097_presence_w25,0.0
cln_nums_10126_presence_w25,0.0
cln_nums_10127_presence_w25,0.0
cln_nums_10128_presence_w25,0.0
cln_nums_1018_presence_w25,0.0
cln_nums_1020_presence_w25,0.0
cln_nums_1021_presence_w25,0.0
cln_nums_1022_presence_w25,0.0
cln_nums_1023_presence_w25,0.0
cln_nums_1024_presence_w25,0.0
cln_nums_1025_presence_w25,0.0
cln_nums_1026_presence_w25,0.0
cln_nums_1027_presence_w25,0.0
cln_nums_1028_presence_w25,0.0
cln_nums_1029_presence_w25,0.0
cln_nums_103_presence_w25,0.0
cln_nums_104_presence_w25,0.0
cln_nums_842_w25,0.0
cln_nums_1041_presence_w25,0.0
cln_nums_1042_presence_w25,0.0
cln_nums_1043_presence_w25,0.0
cln_nums_1044_presence_w25,0.0
cln_nums_1045_presence_w25,0.0
cln_nums_1046_presence_w25,0.0
cln_nums_1048_presence_w25,0.0
cln_nums_105_presence_w25,0.0
cln_nums_1051_presence_w25,0.0
cln_nums_1052_presence_w25,0.0
cln_nums_836_w25,0.0
cln_nums_1053_presence_w25,0.0
cln_nums_1054_presence_w25,0.0
cln_nums_1055_presence_w25,0.0
cln_nums_1019_presence_w25,0.0
cln_nums_1017_presence_w25,0.0
cln_nums_10129_presence_w25,0.0
cln_nums_845_w25,0.0
cln_nums_1013_presence_w25,0.0
